 7	hangin	O	O
 8	wit	O	O
 9	the	O	O
 10	big	O	O
 11	sis	O	O
 12	Abby	B-person	O
 13	tonite	O	O
 	
 14	@2kjdream	O	O
 15	good	O	O
 16	morning	O	O
 17	!	O	O
 18	And	O	O
 19	hope	O	O
 20	today	O	O
 21	you	O	O
 22	will	O	O
 23	enjoy	O	O
 24	your	O	O
 25	day~	O	O
 26	:D	O	O
 	
 27	RT	O	O
 28	@iMakeChicksCry	O	O
 29	:	O	O
 30	But	O	O
 31	when	O	O
 32	ur	O	O
 33	not	O	O
 34	actually	O	O
 35	alone	O	O
 36	then	O	O
 37	forever	O	O
 38	doesn't	O	O
 39	seem	O	O
 40	so	O	O
 41	bad	O	O
 42	...	O	O
 	
 43	RT	O	O
 44	@KhadijahC	O	O
 45	RT	O	O
 46	@SuchaMFGentlemn	O	O
 47	wonder	O	O
 48	when	O	O
 49	@sexinini	O	O
 50	is	O	O
 51	gon	O	O
 52	lt	O	O
 53	me	O	O
 54	put	O	O
 55	the	O	O
 56	8====	O	O
 57	=D	O	O
 58	on	O	O
 59	her	O	O
 60	?	O	O
 61	&lt;	O	O
 62	lmfao	O	O
 63	wooooooow	O	O
 64	(	O	O
 65	nini	B-person	O
 66	knws	O	O
 67	wsup	O	O
 68	ha	O	O
 69	u	O	O
 70	next	O	O
 71	lol	O	O
 72	)	O	O
 	
 73	Niiiiice	O	O
 74	.	O	O
 #	http://www.pbs.org/wgbh/pages/frontline/	O	O
 1	Watched	O	O
 2	The	B-tvshow	O
 3	Persuaders	I-tvshow	O
 4	in	O	O
 5	class	O	O
 6	today	O	O
 7	,	O	O
 8	super	O	O
 9	stupid	O	O
 10	example	O	O
 11	but	O	O
 12	super	O	O
 13	good	O	O
 14	.	O	O
 	
 15	@Ravenwithclaws	O	O
 16	last	O	O
 17	time	O	O
 18	we	O	O
 19	spoke	O	O
 20	you	O	O
 21	were	O	O
 22	very	O	O
 23	...	O	O
 24	Opinionated	O	O
 25	?	O	O
 26	Lol	O	O
 27	:)	O	O
 28	and	O	O
 29	im	O	O
 30	good	O	O
 31	too	O	O
 32	,	O	O
 33	sorry	O	O
 34	i	O	O
 35	have	O	O
 36	not	O	O
 37	been	O	O
 38	on	O	O
 39	:	O	O
 40	-S	O	O
 	
 41	@TheWon_A	O	O
 42	Crooked	B-musicartist	O
 43	is	O	O
 44	in	O	O
 45	town	O	O
 46	October	O	O
 47	7th	O	O
 48	!!	O	O
 	
 49	Business	B-company	O
 50	Alliance	I-company	O
 51	will	O	O
 52	save	O	O
 53	you	O	O
 54	time	O	O
 55	and	O	O
 56	money	O	O
 57	and	O	O
 58	most	O	O
 59	importantly	O	O
 60	,	O	O
 61	match	O	O
 62	you	O	O
 63	with	O	O
 64	the	O	O
 65	right	O	O
 66	franchise	O	O
 67	.	O	O
 68	check	O	O
 69	out	O	O
 70	at	O	O
 #	http://ow.ly/2kt2M	O	O
 	
 1	no	O	O
 2	matter	O	O
 3	how	O	O
 4	long	O	O
 5	I'll	O	O
 6	wait	O	O
 	
 7	@KimberleyW1983	O	O
 8	Thanks	O	O
 9	,	O	O
 10	c4	O	O
 11	is	O	O
 12	going	O	O
 13	on	O	O
 14	!	O	O
 15	Lol	O	O
 16	.	O	O
 17	DVD	O	O
 18	Out	O	O
 19	25th	O	O
 20	October	O	O
 21	!	O	O
 	
 22	Whoo	O	O
 23	who	O	O
 24	ready	O	O
 25	for	O	O
 26	some	O	O
 27	Seahawk	B-sportsteam	O
 28	football	O	O
 29	?	O	O
 30	Can't	O	O
 31	wait	O	O
 32	to	O	O
 33	watch	O	O
 34	my	O	O
 35	dirtbags	O	O
 36	on	O	O
 37	sunday	O	O
 38	.	O	O
 	
 39	will	O	O
 40	go	O	O
 41	at	O	O
 42	my	O	O
 43	B-day	O	O
 44	party	O	O
 45	.	O	O
 46	Fucking	O	O
 47	can't	O	O
 48	believe	O	O
 49	it	O	O
 50	!	O	O
 	
 51	May	O	O
 52	everyone	O	O
 53	who	O	O
 54	is	O	O
 55	celebrating	O	O
 56	Yom	B-other	O
 57	Kippur	I-other	O
 58	have	O	O
 59	an	O	O
 60	easy	O	O
 61	and	O	O
 62	meaningful	O	O
 63	fast	O	O
 64	!	O	O
 65	#notaboutbirthcontrol	O	O
 	
 66	only	O	O
 67	on	O	O
 68	the	O	O
 69	#LateLate	O	O
 70	can	O	O
 71	i	O	O
 72	find	O	O
 73	respect	O	O
 74	for	O	O
 75	#desbishop	O	O
 76	,	O	O
 77	he	O	O
 78	's	O	O
 79	actually	O	O
 80	pretty	O	O
 81	funny	O	O
 82	,	O	O
 83	never	O	O
 84	liked	O	O
 85	him	O	O
 86	before	O	O
 87	this	O	O
 88	point	O	O
 89	.	O	O
 	
 90	@borneobaby	O	O
 91	Me	O	O
 92	neither	O	O
 93	.	O	O
 94	I	O	O
 95	will	O	O
 96	think	O	O
 97	of	O	O
 98	witty	O	O
 99	replies	O	O
 100	a	O	O
 101	week	O	O
 102	later	O	O
 103	!	O	O
 104	My	O	O
 105	mind	O	O
 106	will	O	O
 107	be	O	O
 108	a	O	O
 109	complete	O	O
 110	blank	O	O
 111	I	O	O
 112	know	O	O
 113	it	O	O
 114	!	O	O
 	
 115	RT	O	O
 116	@claywsyx6	O	O
 117	:	O	O
 118	THE	O	O
 119	FOOTBALL	O	O
 120	FEVER	O	O
 121	:	O	O
 122	Ohio	B-geo-loc	O
 123	head	O	O
 124	coach	O	O
 125	Frank	B-person	O
 126	Solich	I-person	O
 127	says	O	O
 128	Ohio	B-sportsteam	O
 129	State	I-sportsteam	O
 130	knows	O	O
 131	they	O	O
 132	have	O	O
 133	a	O	O
 134	special	O	O
 135	team	O	O
 136	and	O	O
 137	season	O	O
 138	underway	O	O
 139	.	O	O
 140	Long	O	O
 141	...	O	O
 	
 142	Always	O	O
 143	wondered	O	O
 144	which	O	O
 145	species	O	O
 146	had	O	O
 147	the	O	O
 148	highest	O	O
 149	biomass	O	O
 150	RT	O	O
 151	@NatGeoSociety	O	O
 152	:	O	O
 153	Friday	O	O
 154	Fact	O	O
 155	:	O	O
 156	The	O	O
 157	world	O	O
 158	's	O	O
 159	termites	O	O
 160	outweigh	O	O
 161	the	O	O
 162	world	O	O
 163	's	O	O
 164	people	O	O
 	
 165	&lt;	O	O
 166	3	O	O
 167	it	O	O
 168	RT	O	O
 169	@Djcheapshot	O	O
 170	:	O	O
 171	Tonite	O	O
 172	I	O	O
 173	m	O	O
 174	DJing	O	O
 175	at	O	O
 176	Mai	B-facility	O
 177	Tai	I-facility	O
 178	in	O	O
 179	Long	B-geo-loc	O
 180	Beach	I-geo-loc	O
 181	.	O	O
 182	I'm	O	O
 183	considering	O	O
 184	wearing	O	O
 185	MY	O	O
 186	TIE	O	O
 187	!!	O	O
 188	Get	O	O
 189	it	O	O
 190	?	O	O
 191	My	O	O
 192	tie	O	O
 193	=	O	O
 194	Mai	O	O
 195	Tai	O	O
 196	?	O	O
 197	No	O	O
 198	?	O	O
 199	Sorry	O	O
 200	.	O	O
 201	Bye	O	O
 202	.	O	O
 	
 203	French	O	O
 204	IV	O	O
 205	embarrassed	O	O
 206	me	O	O
 207	today	O	O
 208	..	O	O
 209	never	O	O
 210	again	O	O
 211	will	O	O
 212	I	O	O
 213	go	O	O
 214	into	O	O
 215	a	O	O
 216	battle	O	O
 217	unprepared	O	O
 218	.	O	O
 	
 219	@BPadalecki1990	O	O
 220	Do	O	O
 221	you	O	O
 222	have	O	O
 223	any	O	O
 224	pic	O	O
 225	's	O	O
 226	from	O	O
 227	your	O	O
 228	wedding	O	O
 229	day	O	O
 230	hun	O	O
 231	I	O	O
 232	would	O	O
 233	like	O	O
 234	to	O	O
 235	see	O	O
 236	them	O	O
 	
 237	Looks	O	O
 238	like	O	O
 239	we	O	O
 240	will	O	O
 241	be	O	O
 242	living	O	O
 243	in	O	O
 244	the	O	O
 245	studio	O	O
 246	for	O	O
 247	the	O	O
 248	next	O	O
 249	couple	O	O
 250	of	O	O
 251	months	O	O
 	
 252	Happy	O	O
 253	Day	O	O
 254	!!!....	O	O
 255	:)	O	O
 	
 256	@yanxfan24	O	O
 257	We	O	O
 258	should	O	O
 259	win	O	O
 260	but	O	O
 261	I	O	O
 262	said	O	O
 263	that	O	O
 264	on	O	O
 265	Tuesday	O	O
 266	.	O	O
 267	These	O	O
 268	games	O	O
 269	are	O	O
 270	normally	O	O
 271	pretty	O	O
 272	poor	O	O
 273	though	O	O
 274	.	O	O
 275	Probably	O	O
 276	0-0	O	O
 277	lol	O	O
 	
 278	You'll	O	O
 279	come	O	O
 280	back	O	O
 281	when	O	O
 282	they	O	O
 283	call	O	O
 284	you	O	O
 285	...	O	O
 286	No	O	O
 287	need	O	O
 288	to	O	O
 289	say	O	O
 290	goodbye	O	O
 291	.	O	O
 	
 292	@lauramcblain94_	O	O
 293	lololololol	O	O
 294	tonight	O	O
 295	was	O	O
 296	worse	O	O
 297	than	O	O
 298	stressful	O	O
 299	!	O	O
 300	xo	O	O
 	
 301	#FF	O	O
 302	THE	O	O
 303	FUTURE	O	O
 304	OF	O	O
 305	THE	O	O
 306	@WWE	O	O
 307	@JTG1284	O	O
 308	HE	O	O
 309	#SofaKingFlyy	O	O
 310	HE	O	O
 311	ONE	O	O
 312	OF	O	O
 313	MY	O	O
 314	ALL	O	O
 315	TIME	O	O
 316	FAVS	O	O
 317	....	O	O
 318	#ReallyDoe	O	O
 	
 319	@DavidHayemaker	O	O
 320	Liked	O	O
 321	your	O	O
 322	spot	O	O
 323	on	O	O
 324	Radio	B-other	O
 325	1	I-other	O
 326	the	O	O
 327	other	O	O
 328	day	O	O
 329	.	O	O
 	
 330	RT	O	O
 331	@ContrarianDave	O	O
 332	:	O	O
 333	Here	O	O
 334	's	O	O
 335	my	O	O
 336	story	O	O
 337	on	O	O
 338	today	O	O
 339	's	O	O
 340	Forensic	O	O
 341	Science	O	O
 342	Comm	O	O
 343	.	O	O
 344	meeting	O	O
 345	,	O	O
 346	where	O	O
 347	Willingham	B-geo-loc	O
 348	probe	O	O
 349	took	O	O
 350	a	O	O
 351	remarkable	O	O
 352	turn	O	O
 353	.	O	O
 #	http://bi	O	O
 1	...	O	O
 	
 2	RT	O	O
 3	@MATTHARDYBRAND	O	O
 4	:	O	O
 5	Thx	O	O
 6	to	O	O
 7	everyone	O	O
 8	who	O	O
 9	wished	O	O
 10	my	O	O
 11	Dad	O	O
 12	,	O	O
 13	&quot;	O	O
 14	The	O	O
 15	Legend	O	O
 16	&quot;	O	O
 17	a	O	O
 18	Happy	O	O
 19	88th	O	O
 20	B-Day	O	O
 21	just	O	O
 22	a	O	O
 23	couple	O	O
 24	days	O	O
 25	ago	O	O
 26	..	O	O
 27	He	O	O
 28	's	O	O
 29	my	O	O
 30	inspiration	O	O
 31	&amp;	O	O
 32	me	O	O
 33	...	O	O
 	
 34	@imRockey	O	O
 35	I	O	O
 36	will	O	O
 37	let	O	O
 38	you	O	O
 39	know	O	O
 40	when	O	O
 41	you	O	O
 42	can	O	O
 43	take	O	O
 44	another	O	O
 45	visit	O	O
 46	;	O	O
 47	today	O	O
 48	was	O	O
 49	a	O	O
 50	little	O	O
 51	quiet	O	O
 52	.	O	O
 	
 53	@tonygarcha	O	O
 54	Hurray	O	O
 55	!	O	O
 56	Enjoy	O	O
 57	your	O	O
 58	time	O	O
 59	in	O	O
 60	Harrison	B-geo-loc	O
 61	.	O	O
 	
 62	Off	O	O
 63	work	O	O
 64	I	O	O
 65	guess	O	O
 66	?	O	O
 67	Told	O	O
 68	to	O	O
 69	leave	O	O
 70	an	O	O
 71	hour	O	O
 72	and	O	O
 73	half	O	O
 74	before	O	O
 75	I	O	O
 76	was	O	O
 77	scheduled	O	O
 78	to	O	O
 79	.	O	O
 80	My	O	O
 81	paycheck	O	O
 82	is	O	O
 83	going	O	O
 84	to	O	O
 85	be	O	O
 86	weak	O	O
 87	.	O	O
 88	Not	O	O
 89	happy	O	O
 90	.	O	O
 	
 91	Yup	O	O
 92	,	O	O
 93	it	O	O
 94	is	O	O
 95	:)	O	O
 96	|	O	O
 97	RT	O	O
 98	@iSuboohi	O	O
 99	:	O	O
 100	-	O	O
 101	When	O	O
 102	someone/anyone	O	O
 103	makes	O	O
 104	you	O	O
 105	feel	O	O
 106	special	O	O
 107	,	O	O
 108	it	O	O
 109	's	O	O
 110	sheer	O	O
 111	bliss	O	O
 112	:)	O	O
 	
 113	RT	O	O
 114	@Quotealicious	O	O
 115	:	O	O
 116	When	O	O
 117	ever	O	O
 118	i	O	O
 119	see	O	O
 120	a	O	O
 121	cute	O	O
 122	love	O	O
 123	story	O	O
 124	movie	O	O
 125	,	O	O
 126	It	O	O
 127	's	O	O
 128	always	O	O
 129	you	O	O
 130	that	O	O
 131	comes	O	O
 132	into	O	O
 133	my	O	O
 134	mind	O	O
 135	#Quotealicious	O	O
 	
 136	I	O	O
 137	had	O	O
 138	a	O	O
 139	wonderful	O	O
 140	day	O	O
 141	today	O	O
 142	and	O	O
 143	i	O	O
 144	hope	O	O
 145	u	O	O
 146	all	O	O
 147	did	O	O
 148	,	O	O
 149	i	O	O
 150	wish	O	O
 151	u	O	O
 152	all	O	O
 153	good	O	O
 154	night	O	O
 155	and	O	O
 156	sweet	O	O
 157	dreams	O	O
 158	xoxoxo	O	O
 	
 159	Theres	O	O
 160	nothing	O	O
 161	funny	O	O
 162	about	O	O
 163	testicles	O	O
 164	Cooper	B-person	O
 165	as	O	O
 166	you	O	O
 167	will	O	O
 168	find	O	O
 169	out	O	O
 170	in	O	O
 171	my	O	O
 172	office	O	O
 173	tomorrow	O	O
 174	.	O	O
 175	Lmfao	O	O
 176	.	O	O
 	
 177	Welcome	O	O
 178	Saturday	O	O
 	
 179	@darthsunshine	O	O
 180	Wheeee	O	O
 181	!!	O	O
 182	Okay	O	O
 183	-	O	O
 184	we	O	O
 185	could	O	O
 186	get	O	O
 187	down	O	O
 188	there	O	O
 189	by	O	O
 190	like	O	O
 191	9:30	O	O
 192	if	O	O
 193	we	O	O
 194	want	O	O
 195	some	O	O
 196	shopping	O	O
 197	time	O	O
 198	and	O	O
 199	lunch	O	O
 200	before	O	O
 201	class	O	O
 202	.	O	O
 203	@CaMeaux	O	O
 	
 204	every	O	O
 205	day	O	O
 206	I	O	O
 207	see	O	O
 208	my	O	O
 209	dream	O	O
 210	every	O	O
 211	day	O	O
 212	I	O	O
 213	see	O	O
 214	my	O	O
 215	dream	O	O
 216	every	O	O
 217	day	O	O
 218	I	O	O
 219	see	O	O
 220	my	O	O
 221	dream	O	O
 222	every	O	O
 223	day	O	O
 224	I	O	O
 225	see	O	O
 226	my	O	O
 227	dream	O	O
 228	every	O	O
 229	day	O	O
 230	I	O	O
 231	see	O	O
 232	my	O	O
 233	dream	O	O
 	
 234	@_paaaul10	O	O
 235	-	O	O
 236	haha	O	O
 237	six	O	O
 238	?	O	O
 239	;	O	O
 240	o	O	O
 241	woaahh	O	O
 242	lol	O	O
 243	,	O	O
 244	well	O	O
 245	you	O	O
 246	can	O	O
 247	go	O	O
 248	buy	O	O
 249	some	O	O
 250	when	O	O
 251	you	O	O
 252	get	O	O
 253	outta	O	O
 254	work	O	O
 255	x	O	O
 256	D	O	O
 	
 257	Foooooootball	O	O
 258	game	O	O
 259	toooonight	O	O
 260	.	O	O
 261	then	O	O
 262	auburn	B-geo-loc	O
 263	game	O	O
 264	tomorrow	O	O
 265	!!!!	O	O
 266	war	O	O
 267	damn	O	O
 268	eagle	O	O
 269	!!!	O	O
 	
 270	RT	O	O
 271	@CHRIS_Daughtry	O	O
 272	:	O	O
 273	We're	O	O
 274	playing	O	O
 275	a	O	O
 276	show	O	O
 277	with	O	O
 278	KISS	B-musicartist	O
 279	tomorrow	O	O
 280	.	O	O
 281	Can't	O	O
 282	say	O	O
 283	I	O	O
 284	saw	O	O
 285	that	O	O
 286	coming	O	O
 287	5	O	O
 288	years	O	O
 289	ago	O	O
 290	...	O	O
 	
 291	FUUCCCKKKK	O	O
 292	.	O	O
 293	I	O	O
 294	WAS	O	O
 295	SO	O	O
 296	FUCKING	O	O
 297	READY	O	O
 298	FOR	O	O
 299	MY	O	O
 300	GOD	O	O
 301	DAMN	O	O
 302	ALONE	O	O
 303	TIME	O	O
 304	,	O	O
 305	AND	O	O
 306	IT	O	O
 307	TURNS	O	O
 308	OUT	O	O
 309	FUCKING	O	O
 310	MADI	B-person	O
 311	HAS	O	O
 312	AN	O	O
 313	ILLNESS	O	O
 314	AND	O	O
 315	IS	O	O
 316	HOME	O	O
 317	W/DAD	O	O
 318	.	O	O
 319	GOD	O	O
 320	.	O	O
 321	DAMN	O	O
 322	.	O	O
 	
 323	What	O	O
 324	it	O	O
 325	is	O	O
 326	twiggas	O	O
 327	it	O	O
 328	's	O	O
 329	Friday	O	O
 330	in	O	O
 331	this	O	O
 332	bissh	O	O
 333	!!!	O	O
 334	What	O	O
 335	's	O	O
 336	y'all	O	O
 337	niggas	O	O
 338	plans	O	O
 339	????	O	O
 340	Betta	O	O
 341	be	O	O
 342	at	O	O
 343	Elements	B-facility	O
 344	tonight	O	O
 345	BOGO	O	O
 346	drinks	O	O
 347	all	O	O
 348	night	O	O
 349	!!	O	O
 350	Nuff	O	O
 351	Said	O	O
 	
 352	@PaulJones3	O	O
 353	delicioso	O	O
 354	.	O	O
 355	hows	O	O
 356	your	O	O
 357	week	O	O
 358	?	O	O
 	
 359	Your	O	O
 360	paycheck	O	O
 361	may	O	O
 362	shrink	O	O
 363	next	O	O
 364	year	O	O
 365	,	O	O
 366	at	O	O
 367	least	O	O
 368	temporarily	O	O
 369	,	O	O
 370	if	O	O
 371	a	O	O
 372	vote	O	O
 373	on	O	O
 374	extending	O	O
 375	the	O	O
 376	Bush	B-person	O
 377	tax	O	O
 378	cuts	O	O
 379	slips	O	O
 380	past	O	O
 381	November	O	O
 382	.	O	O
 #	http://bit.ly/9y8fdS	O	O
 	
 1	'Was	O	O
 2	going	O	O
 3	to	O	O
 4	stay	O	O
 5	until	O	O
 6	Sunday	O	O
 7	but	O	O
 8	my	O	O
 9	"	O	O
 10	mother	O	O
 11	"	O	O
 12	has	O	O
 13	already	O	O
 14	made	O	O
 15	me	O	O
 16	mad	O	O
 17	furthermore	O	O
 18	hair	O	O
 19	appointment	O	O
 20	tomrrw	O	O
 21	and	O	O
 22	back	O	O
 23	to	O	O
 24	Kent	B-geo-loc	O
 25	!'	O	O
 	
 26	That	O	O
 27	's	O	O
 28	college	O	O
 29	tuition	O	O
 30	.	O	O
 31	That	O	O
 32	's	O	O
 33	two	O	O
 34	average	O	O
 35	cars	O	O
 36	.	O	O
 37	That	O	O
 38	's	O	O
 39	a	O	O
 40	year	O	O
 41	's	O	O
 42	worth	O	O
 43	of	O	O
 44	someone	O	O
 45	's	O	O
 46	salary	O	O
 47	.	O	O
 48	That	O	O
 49	's	O	O
 50	insaneeee	O	O
 51	.	O	O
 	
 52	@lukeymoore	O	O
 53	you	O	O
 54	not	O	O
 55	playing	O	O
 56	tomorrow	O	O
 57	?	O	O
 58	Dear	O	O
 59	me	O	O
 60	,	O	O
 61	is	O	O
 62	it	O	O
 63	just	O	O
 64	me	O	O
 65	and	O	O
 66	pete	B-person	O
 67	,	O	O
 68	is	O	O
 69	he	O	O
 70	trying	O	O
 71	to	O	O
 72	rape	O	O
 73	me	O	O
 	
 74	RT	O	O
 75	@askyfullofstars	O	O
 76	:	O	O
 77	AstronomersWithoutBorders	B-other	O
 78	has	O	O
 79	a	O	O
 80	list	O	O
 81	of	O	O
 82	live	O	O
 83	#InOMN10	O	O
 84	broadcasters	O	O
 85	for	O	O
 86	online	O	O
 87	Moon	O	O
 88	viewing	O	O
 89	Sept	O	O
 90	18	O	O
 #	http://is.gd/ffDFE	O	O
 	
 1	@poscas	O	O
 2	I	O	O
 3	said	O	O
 4	to	O	O
 5	him	O	O
 6	'	O	O
 7	the	O	O
 8	impression	O	O
 9	I	O	O
 10	had	O	O
 11	of	O	O
 12	early	O	O
 13	80s	O	O
 14	NYC	B-geo-loc	O
 15	was	O	O
 16	if	O	O
 17	you	O	O
 18	went	O	O
 19	to	O	O
 20	Central	B-geo-loc	O
 21	Park	I-geo-loc	O
 22	after	O	O
 23	dark	O	O
 24	you'd	O	O
 25	be	O	O
 26	lucky	O	O
 27	to	O	O
 28	come	O	O
 29	out	O	O
 30	alive'...	O	O
 	
 31	@KatherineRamos	O	O
 32	it	O	O
 33	's	O	O
 34	cool	O	O
 35	also	O	O
 36	I'm	O	O
 37	not	O	O
 38	sure	O	O
 39	.	O	O
 40	If	O	O
 41	I	O	O
 42	were	O	O
 43	you	O	O
 44	I'd	O	O
 45	renew	O	O
 46	right	O	O
 47	away	O	O
 48	before	O	O
 49	but	O	O
 50	if	O	O
 51	not	O	O
 52	I'd	O	O
 53	still	O	O
 54	try	O	O
